semantic_text,synonyms,flow_name,description,material_tags,unit,flow_type,category_path,cas_number,chemical_formula
"Flow: Occupation, arable, conservation tillage | Type: Elementary Flow | Category: Elementary flows > Unmapped Elementary flows > Resource unmapped | Unit: m2 | Materials: other",,"Occupation, arable, conservation tillage",,other,m2,Elementary Flow,Elementary flows > Unmapped Elementary flows > Resource unmapped,,
Flow: Bifenthrin | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | Materials: other,,Bifenthrin,,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,,
"Flow: Hydrogen cyanide | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density, long-term | Unit: kg | Materials: other",,Hydrogen cyanide,,other,kg,Elementary Flow,"Elementary flows > Emission to air > low population density, long-term",,
"Flow: Cyanide compounds, unspecified | Type: Elementary Flow | Category: Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to air unmapped - Gabi > Inorganic emissions to air | Unit: kg | Materials: other",,"Cyanide compounds, unspecified",,other,kg,Elementary Flow,Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to air unmapped - Gabi > Inorganic emissions to air,,
Flow: Bromate | Type: Elementary Flow | Category: Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to water unmapped - Gabi > ecoinvent long-term to fresh water | Unit: kg | Materials: other,,Bromate,,other,kg,Elementary Flow,Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to water unmapped - Gabi > ecoinvent long-term to fresh water,,
Flow: Selenium | Type: Elementary Flow | Category: Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to water unmapped - Gabi > ecoinvent long-term to fresh water | Unit: kg | Materials: other,,Selenium,,other,kg,Elementary Flow,Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to water unmapped - Gabi > ecoinvent long-term to fresh water,,
"Flow: Copper compounds, unspecified | Type: Elementary Flow | Category: Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to water unmapped - Gabi > ecoinvent long-term to fresh water | Unit: kg | Materials: copper",,"Copper compounds, unspecified",,copper,kg,Elementary Flow,Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to water unmapped - Gabi > ecoinvent long-term to fresh water,,
"Flow: Cyanide | Type: Elementary Flow | Category: Elementary flows > Emission to water > ground water, long-term | Unit: kg | Materials: other",,Cyanide,,other,kg,Elementary Flow,"Elementary flows > Emission to water > ground water, long-term",,
"Flow: Antimony compounds, unspecified | Type: Elementary Flow | Category: Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to water unmapped - Gabi > ecoinvent long-term to fresh water | Unit: kg | Materials: other",,"Antimony compounds, unspecified",,other,kg,Elementary Flow,Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to water unmapped - Gabi > ecoinvent long-term to fresh water,,
"Flow: Hydrogen chloride | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density, long-term | Unit: kg | Materials: other",,Hydrogen chloride,,other,kg,Elementary Flow,"Elementary flows > Emission to air > low population density, long-term",,
Flow: Cyfluthrin | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | Materials: other,,Cyfluthrin,,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,,
Flow: Phosphate | Type: Elementary Flow | Category: Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to water unmapped - Gabi > ecoinvent long-term to fresh water | Unit: kg | Materials: other,,Phosphate,,other,kg,Elementary Flow,Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to water unmapped - Gabi > ecoinvent long-term to fresh water,,
"Flow: Nitrogen oxides | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density, long-term | Unit: kg | Materials: other",,Nitrogen oxides,,other,kg,Elementary Flow,"Elementary flows > Emission to air > low population density, long-term",,
"Flow: Methane, fossil | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density, long-term | Unit: kg | Materials: other",,"Methane, fossil",,other,kg,Elementary Flow,"Elementary flows > Emission to air > low population density, long-term",,
"Flow: Zinc compounds, unspecified | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density, long-term | Unit: kg | Materials: zinc",,"Zinc compounds, unspecified",,zinc,kg,Elementary Flow,"Elementary flows > Emission to air > low population density, long-term",,
"Flow: Water, irrigation | Type: Elementary Flow | Category: Elementary flows > Unmapped Elementary flows > Emission to water unmapped > ground water unmapped | Unit: kg | Materials: water",,"Water, irrigation",,water,kg,Elementary Flow,Elementary flows > Unmapped Elementary flows > Emission to water unmapped > ground water unmapped,,
Flow: Dicamba | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | Materials: other,,Dicamba,,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,,
"Flow: Sulfur dioxide | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density, long-term | Unit: kg | Materials: other",,Sulfur dioxide,,other,kg,Elementary Flow,"Elementary flows > Emission to air > low population density, long-term",,
"Flow: Dissolved solids | Type: Elementary Flow | Category: Elementary flows > Emission to water > ground water, long-term | Unit: kg | Materials: other",,Dissolved solids,,other,kg,Elementary Flow,"Elementary flows > Emission to water > ground water, long-term",,
Flow: Nitrate | Type: Elementary Flow | Category: Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to water unmapped - Gabi > ecoinvent long-term to fresh water | Unit: kg | Materials: other,,Nitrate,,other,kg,Elementary Flow,Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to water unmapped - Gabi > ecoinvent long-term to fresh water,,
"Flow: Corn dust (biomass) | Type: Elementary Flow | Category: Elementary flows > Unmapped Elementary flows > Emission to air unmapped > low population density, long-term unmapped | Unit: kg | Materials: corn",,Corn dust (biomass),,corn,kg,Elementary Flow,"Elementary flows > Unmapped Elementary flows > Emission to air unmapped > low population density, long-term unmapped",,
Flow: Tefluthrin | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | Materials: other,,Tefluthrin,,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,,
"Flow: Water, irrigation | Type: Elementary Flow | Category: Elementary flows > Unmapped Elementary flows > Emission to water unmapped > river unmapped | Unit: kg | Materials: water",,"Water, irrigation",,water,kg,Elementary Flow,Elementary flows > Unmapped Elementary flows > Emission to water unmapped > river unmapped,,
Flow: Tebupirimphos | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | Materials: other,,Tebupirimphos,,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,,
"Flow: Dinitrogen monoxide | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density, long-term | Unit: kg | Materials: other",,Dinitrogen monoxide,,other,kg,Elementary Flow,"Elementary flows > Emission to air > low population density, long-term",,
"Flow: Phosphorus compounds, unspecified | Type: Elementary Flow | Category: Elementary flows > Emission to water > ground water, long-term | Unit: kg | Materials: other",,"Phosphorus compounds, unspecified",,other,kg,Elementary Flow,"Elementary flows > Emission to water > ground water, long-term",,
Flow: Primisulfuron | Type: Elementary Flow | Category: Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to water unmapped - Gabi > Other emissions to fresh water | Unit: kg | Materials: other,,Primisulfuron,,other,kg,Elementary Flow,Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to water unmapped - Gabi > Other emissions to fresh water,,
"Flow: Barium compounds, unspecified | Type: Elementary Flow | Category: Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to water unmapped - Gabi > ecoinvent long-term to fresh water | Unit: kg | Materials: other",,"Barium compounds, unspecified",,other,kg,Elementary Flow,Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to water unmapped - Gabi > ecoinvent long-term to fresh water,,
Flow: Glufosinate | Type: Elementary Flow | Category: Elementary flows > Unmapped Elementary flows > Emission to Soil unmapped > unspecified unmapped | Unit: kg | Materials: other | Description: taken from simapro methods,,Glufosinate,taken from simapro methods,other,kg,Elementary Flow,Elementary flows > Unmapped Elementary flows > Emission to Soil unmapped > unspecified unmapped,,
"Flow: Helium | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density, long-term | Unit: kg | Materials: other",,Helium,,other,kg,Elementary Flow,"Elementary flows > Emission to air > low population density, long-term",,
Flow: Mesotrione | Type: Elementary Flow | Category: Elementary flows > Unmapped Elementary flows > Emission to Soil unmapped > unspecified unmapped | Unit: kg | Materials: other | Description: taken from simapro methods,,Mesotrione,taken from simapro methods,other,kg,Elementary Flow,Elementary flows > Unmapped Elementary flows > Emission to Soil unmapped > unspecified unmapped,,
"Flow: Silver compounds, unspecified | Type: Elementary Flow | Category: Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to water unmapped - Gabi > ecoinvent long-term to fresh water | Unit: kg | Materials: silver",,"Silver compounds, unspecified",,silver,kg,Elementary Flow,Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to water unmapped - Gabi > ecoinvent long-term to fresh water,,
"Flow: Ammonia | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density, long-term | Unit: kg | Materials: other",,Ammonia,,other,kg,Elementary Flow,"Elementary flows > Emission to air > low population density, long-term",,
Flow: Diflufenzopyr-sodium | Type: Elementary Flow | Category: Elementary flows > Unmapped Elementary flows > Emission to Soil unmapped > unspecified unmapped | Unit: kg | Materials: other | Description: taken from simapro methods,,Diflufenzopyr-sodium,taken from simapro methods,other,kg,Elementary Flow,Elementary flows > Unmapped Elementary flows > Emission to Soil unmapped > unspecified unmapped,,
"Flow: CUTOFF Disposal, slags & ash waste, unspecified reuse  | Type: Product Flow | Category: Waste Management and Remediation Services > Waste CUTOFF flows | Unit: kg | Materials: other",,"CUTOFF Disposal, slags & ash waste, unspecified reuse ",,other,kg,Product Flow,Waste Management and Remediation Services > Waste CUTOFF flows,,
Flow: Acetamide | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | Materials: other,,Acetamide,,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,,
"Flow: Occupational, arable, conventional tillage | Type: Elementary Flow | Category: Elementary flows > Unmapped Elementary flows > Resource unmapped | Unit: m2 | Materials: other",,"Occupational, arable, conventional tillage",,other,m2,Elementary Flow,Elementary flows > Unmapped Elementary flows > Resource unmapped,,
Flow: Paraquat | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | Materials: other,,Paraquat,,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,,
"Flow: Chromium compounds, unspecified | Type: Elementary Flow | Category: Elementary flows > Unmapped Elementary flows > Emission to air unmapped > low population density, long-term unmapped | Unit: kg | Materials: chromium",,"Chromium compounds, unspecified",,chromium,kg,Elementary Flow,"Elementary flows > Unmapped Elementary flows > Emission to air unmapped > low population density, long-term unmapped",,
"Flow: Strontium compounds, unspecified | Type: Elementary Flow | Category: Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to water unmapped - Gabi > ecoinvent long-term to fresh water | Unit: kg | Materials: other",,"Strontium compounds, unspecified",,other,kg,Elementary Flow,Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to water unmapped - Gabi > ecoinvent long-term to fresh water,,
Flow: Nicosulfuron | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | Materials: other,,Nicosulfuron,,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,,
"Flow: Potassium compounds, unspecified | Type: Elementary Flow | Category: Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to water unmapped - Gabi > ecoinvent long-term to fresh water | Unit: kg | Materials: other",,"Potassium compounds, unspecified",,other,kg,Elementary Flow,Elementary flows > Unmapped Elementary flows > Gabi flows > Mapped flows > Emissions unmapped - Gabi > Emissions to water unmapped - Gabi > ecoinvent long-term to fresh water,,
