process_name,lifecycle_stage,category_path,"Abiotic depletion (elem., econ. reserve)","Abiotic depletion (elem., reserve base)",Acidification (fate not incl.),Eutrophication (incl. fate),Freshwater aquatic ecotox. 100a,Freshwater aquatic ecotox. 20a,Freshwater aquatic ecotox. 500a,Freshwater sediment ecotox. 100a,Freshwater sediment ecotox. 20a,Freshwater sediment ecotox. 500a,Freshwater sediment ecotox. infinite,"Fw. aq. ecot.  (PAH, Xylene & NMVOC av.)",Global warming 100a (incl. NMVOC av.),Global warming 20a,Global warming 500a,"Human tox. (incl. PAH, Xylene & NMVOC av",Human toxicity 100a,Human toxicity 20a,Human toxicity 500a,Ionising radiation,Land competition,Lower limit of net global warming,Malodorous air,"Mar. aq. ecotox. (PAH, Xylene & NMVOC av",Marine aquatic ecotox. 100a,Marine aquatic ecotox. 20a,Marine aquatic ecotox. 500a,Marine sediment ecotox. 100a,Marine sediment ecotox. 20a,Marine sediment ecotox. 500a,Marine sediment ecotox. infinite,Ozone layer depletion (incl. NMVOC av.),Ozone layer depletion 10a,Ozone layer depletion 15a,Ozone layer depletion 20a,Ozone layer depletion 25a,Ozone layer depletion 30a,Ozone layer depletion 40a,Ozone layer depletion 5a,"Photochem. oxid. (MIR, very high NOx)",Photochem. oxid. (incl. NMVOC av.),Photochem. oxid. (incl. NOx & NMVOC av.),"Photochemical oxidation (EBIR, low NOx)","Photochemical oxidation (MOIR, high NOx)",Photochemical oxidation (low NOx),"Terr. ecotox. (PAH, Xylene & NMVOC av.)",Terrestrial ecotoxicity 100a,Terrestrial ecotoxicity 20a,Terrestrial ecotoxicity 500a,Upper limit of net global warming
"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,7.715e-05,6.358e-05,3.689e-05,3.224e-05,4.063e-05,8.694e-05,7.515e-05,9.561e-05,0.00010389,4.417e-05,0.07780676,0.0934562,0.0,0.00050171,0.00035744,0.00035694,0.0003585,0.0,0.0,0.07565334,431.13746813,0.16197349,0.0002012,3.136e-05,0.00114142,0.00024084,5.604e-05,0.00111622,0.12060336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89e-06,1.092e-05,1.092e-05,1.282e-05,1.02e-05,1.019e-05,1.79e-06,6e-07,3.9e-07,1.14e-06,0.07568684
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,1.1e-07,5e-08,0.000198,0.00013633,0.0007658,0.00073698,0.00076861,0.00169939,0.0016239,0.00170451,0.00171882,0.00077748,0.05261515,0.05605647,0.0,0.00632475,0.00083469,0.00083092,0.00084497,0.0,4.026e-05,0.05239239,2999.61730877,44.21611477,0.00310108,0.00048351,0.01633611,0.00334918,0.00084307,0.01476856,15.13892423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4e-06,2.176e-05,2.176e-05,9.76e-06,8.87e-06,1.016e-05,5.849e-05,6.95e-06,1.81e-06,2.53e-05,0.05276091
"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00026083,0.00019055,6.51e-05,5.968e-05,7.052e-05,0.00014,0.00012607,0.00015325,0.00018716,8.464e-05,0.09943139,0.10908605,0.0,0.00268498,0.00135764,0.00135691,0.00135962,0.0,0.0,0.09819642,1133.94351081,0.97485847,0.00151918,0.00026837,0.0080224,0.00191215,0.00052372,0.00817546,0.54938922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.73e-06,2.294e-05,2.294e-05,1.682e-05,1.328e-05,1.614e-05,1e-05,1.42e-06,6.6e-07,4.13e-06,0.09830604
"Process steam from natural gas 90%, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,8.368e-05,8.575e-05,2.436e-05,2.197e-05,2.474e-05,5.654e-05,5.058e-05,5.72e-05,5.809e-05,2.527e-05,0.08494781,0.09832339,0.0,0.00049689,0.00035971,0.00035946,0.0003603,0.0,2.101e-05,0.08312122,281.95444502,0.30585607,0.0001237,1.776e-05,0.00068521,0.00015712,3.491e-05,0.00068644,0.11271062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.79e-06,1.169e-05,1.169e-05,1.279e-05,1.017e-05,1.038e-05,2.75e-06,5.2e-07,3.1e-07,1.2e-06,0.0831996
"Steel hot rolled coil, production mix, at plant, blast furnace route, thickness 2 to 7 mm, width 600 to 2100 mm",Raw Materials,Materials production > Metals and semimetals,0.0,0.0,0.00207727,0.00163159,0.00076545,0.00069442,0.00082352,0.00198575,0.00179325,0.00213483,0.00252872,0.00097948,0.93169482,0.96934485,0.0,0.04513463,0.04322733,0.04304185,0.04331719,0.0,0.0,0.94081302,34717.0,1.30364713,0.02506844,0.00745144,0.11753274,0.04070592,0.01746663,0.13446148,1.32197595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002098,0.00044282,0.00044282,0.00048499,0.00038009,0.0005224,0.00253525,0.00027423,5.797e-05,0.00106789,0.96668616
"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,0.0,0.0,0.00092844,0.00087083,0.00043806,0.00039596,0.00046183,0.00096575,0.00087575,0.0010092,0.00104806,0.00048003,0.7153241,0.76022828,0.0,0.00992865,0.00334737,0.00333768,0.00336386,0.0,0.0,0.70959424,1497.07426973,26.93446647,0.00361598,0.00062036,0.01953143,0.00408922,0.00108955,0.01775415,9.54885488,4e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,1.361e-05,6.187e-05,6.187e-05,2.299e-05,1.958e-05,1.898e-05,0.00011652,1.649e-05,5.11e-06,5.315e-05,0.70992597
"Copper wire, consumption mix, at plant, technology mix, cross section 1 mmy",Raw Materials,Materials production > Metals and semimetals,0.0,0.0,3.59623299,2.74485086,1.15890567,1.09069675,1.20852973,2.534779,2.380377,2.63544679,2.82997114,1.29702484,796.86085612,879.83187514,0.0,48.59425726,16.57501709,16.53856236,16.60494617,1.22e-06,0.0,785.9704665,61167671.7725697,335551.80127427,8.71766187,1.95018543,43.50578797,10.46400412,3.79862981,40.75313258,112177.96002894,0.00010084,5.824e-05,5.84e-05,5.833e-05,5.855e-05,5.878e-05,5.893e-05,5.808e-05,0.03025555,0.24417261,0.24417261,0.06333934,0.05081284,0.05942287,0.45705929,0.05422918,0.01269932,0.19982233,787.54619826
"Lead sheet mix, production mix, at producer, technology mix, secondary",Raw Materials,Materials production > Metals and semimetals,0.00017741,0.00011962,0.00410539,0.00227997,0.14035141,0.12073987,0.14046078,0.35850551,0.30622806,0.35876211,0.36094508,0.1407655,0.97719287,1.06105239,0.0,0.32187769,0.18569456,0.1691134,0.20275701,1e-08,0.0,0.9673883,75207.25536457,43.44094956,0.34532928,0.03473867,2.51400246,0.65575067,0.09432181,2.96962338,27.6061361,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.537e-05,0.0002905,0.0002905,9.996e-05,7.933e-05,9.426e-05,0.00813544,0.00079924,0.00016986,0.00310325,0.96967857
"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,0.0,0.0,0.00713571,0.0022585,0.00070599,0.00051822,0.00117981,0.00147194,0.00107786,0.0025568,0.00558455,0.00237707,0.97377683,1.01788138,0.0,0.12649225,0.10349989,0.10348311,0.1035425,0.0,0.0,0.96889638,8634.40222659,57.37641645,0.06479874,0.01264064,0.3344074,0.07517995,0.02217877,0.3279544,29.38921983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.121e-05,0.00038719,0.00038719,8.161e-05,6.556e-05,7.423e-05,0.00041439,4.281e-05,1.28e-05,0.00014345,0.96945682
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,1e-08,0.0,0.00509881,0.00212655,0.00076554,0.00069625,0.00081216,0.00163152,0.00150329,0.00170704,0.00176325,0.00083905,0.78512123,0.84427885,0.0,0.02744476,0.01503137,0.01501026,0.01506934,0.0,5.428e-05,0.77798779,9249.94941592,37.7529633,0.00581998,0.00097098,0.0318359,0.00607562,0.0014846,0.02732011,13.55442612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.311e-05,0.00030443,0.00030443,5.072e-05,4.601e-05,5.117e-05,0.00053211,6.038e-05,1.466e-05,0.00021656,0.77960293
"Polyvinylchloride resin (S-PVC), production mix, at plant, suspension polymerisation",Raw Materials,Materials production > Plastics,0.0,0.0,0.01115339,0.00578891,0.00606577,0.00559106,0.00612742,0.01556692,0.01428309,0.01572612,0.01610923,0.00634116,2.8364285,4.0799902,0.0,0.61918107,0.58652273,0.58358098,0.58658087,0.0,0.0,2.66473382,26.76734622,149.8172513,0.11634787,0.07904181,0.25292366,0.27740781,0.21501348,0.4131487,52.10407277,4e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022448,0.00099694,0.00099694,0.00046575,0.00036726,0.00028222,0.00899805,0.00100726,0.00021523,0.00389982,2.66996337
"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00029725,0.00012435,6.585e-05,6.097e-05,6.732e-05,0.00014169,0.00012982,0.00014379,0.00014636,6.892e-05,0.10831079,0.11264283,0.0,0.00445792,0.00354571,0.0035446,0.00354939,0.0,1.622e-05,0.10776944,1121.31388349,0.87418501,0.00220176,0.00036186,0.01179739,0.00289649,0.00075979,0.01218263,0.55200124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91e-06,1.871e-05,1.871e-05,7.34e-06,5.95e-06,6.4e-06,2.028e-05,1.25e-06,6.7e-07,3.29e-06,0.10780726
"Copper sheet; technology mix; market mix, at plant; 0,6 mm thickness, Technology and Market Mix for Sheet fabrication representing main European production countries, Market Mix for Copper cathode in Europe (primary and secondary Cu cathode production...",Manufacturing,Materials production > Metals and semimetals,0.02046206,0.00996474,3.82937972,1.96784769,3.95685929,3.64465761,4.31588974,7.99384804,7.26209114,8.81674147,22.84194404,9.80054411,863.35185039,971.5400934,0.0,184.86480345,92.05943098,91.85498954,92.98297827,1.56e-06,0.0,850.30351798,32151205.178228,283479.00947163,27.77535495,4.58107263,152.25741707,30.04176009,7.15465234,135.63934076,99265.48976307,6.588e-05,3.318e-05,3.202e-05,3.159e-05,3.13e-05,3.11e-05,3.083e-05,3.773e-05,0.05019713,0.25311358,0.25311358,0.10694331,0.08569921,0.10123853,140.71670779,1.47332786,0.29837889,7.12492758,852.99892253
"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00015292,0.0001299,9.174e-05,8.634e-05,9.201e-05,0.00019315,0.00017865,0.00019368,0.00019507,9.336e-05,0.10661557,0.11488365,0.0,0.0013432,0.00055577,0.00055536,0.00055679,0.0,1.385e-05,0.10553519,1744.12954954,0.32414399,0.00042085,6.365e-05,0.00228811,0.00053917,0.00012835,0.00232997,0.17617728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53e-06,1.677e-05,1.677e-05,1.457e-05,1.175e-05,1.295e-05,4.7e-06,1.26e-06,9.7e-07,2.28e-06,0.10558234
"Lead primary and secondary mix , production mix, at producer, technology mix, primary 46% /  secondary 54%",Raw Materials,Materials production > Metals and semimetals,0.00016634,0.00011216,0.00616991,0.00476367,0.00250302,0.00222553,0.00284557,0.00572455,0.00505963,0.00652187,0.00806347,0.00347323,1.31810348,1.42194478,0.0,0.16559009,0.13398563,0.13375596,0.13475435,1e-08,0.0,1.30697945,117488.9649154,56.15005645,0.04244119,0.00687302,0.24034653,0.05709002,0.01301624,0.25090113,22.30111252,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.501e-05,0.00040238,0.00040238,0.00012001,9.561e-05,0.00011614,0.02361562,0.00258592,0.00054733,0.01002056,1.31019639
"Process steam from natural gas 90%, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,6.811e-05,5.684e-05,2.414e-05,2.189e-05,2.471e-05,5.399e-05,4.83e-05,5.506e-05,5.609e-05,2.545e-05,0.07727914,0.0876504,0.0,0.00067354,0.00050548,0.0005053,0.00050599,0.0,2.004e-05,0.07585636,1465.98402735,0.18935435,0.00011001,1.603e-05,0.00061162,0.00013796,3.039e-05,0.00060931,0.07563495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55e-06,1.126e-05,1.126e-05,1.205e-05,9.57e-06,1.017e-05,2.82e-06,5.8e-07,4e-07,1.16e-06,0.07590053
"Copper sheet, consumption mix, at plant, technology mix, 0,6 mm thickness",Raw Materials,Materials production > Metals and semimetals,0.0,0.0,3.90104593,3.14172816,0.97347911,0.90926078,1.04044557,1.98311759,1.85053069,2.12109284,2.40642752,1.16598781,985.38969881,1088.1575677,0.0,43.05601034,19.01611798,18.9807081,19.04832093,3.11e-06,0.0,972.89458972,100212330.95843144,186839.78524812,9.22293445,2.02052069,46.34891858,10.73796327,3.76910722,43.15194124,63134.10865094,0.00279076,0.00010296,0.00010302,0.00010287,0.00010307,0.00010328,0.00010334,0.0001029,0.04282328,0.29010807,0.29010807,0.08906911,0.07196606,0.08010664,0.50739386,0.06088188,0.01478883,0.22190095,974.87338313
"Waste incineration of plastics (Nylon 6, Nylon 66, PAN), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,3e-08,1e-08,5.96934035,10.13006171,0.06624531,0.05972716,0.07079735,0.15127825,0.13593721,0.16102439,0.17191448,0.07625208,2384.02094389,2396.5582446,-0.0,13.02066408,10.78631272,10.78219888,10.78858208,1.2e-07,-0.0,2383.07797545,872590.44285461,5095.23892621,0.65568908,0.17964075,3.10976807,0.91093156,0.40593926,3.07217974,1801.51539949,5.01e-06,2.19e-06,2.18e-06,2.18e-06,2.17e-06,2.17e-06,2.16e-06,2.2e-06,0.00854426,0.25082628,0.25082628,0.01907341,0.01508008,0.01823766,0.0159516,0.00212897,0.0006365,0.00707132,2383.65017125
"Electricity Mix, consumption mix, at consumer, AC, 220V",Product-as-a-Service,Energy carriers and technologies > Electricity,0.0,0.0,0.01342774,0.00159055,0.00100231,0.0008858,0.00108284,0.00202962,0.00183893,0.00215541,0.00226006,0.00112971,0.61920228,0.69998755,0.0,0.04308526,0.0061649,0.00612348,0.00622929,0.0,0.0,0.60805089,616.67602723,279.60429061,0.00902804,0.00153135,0.04954688,0.00886477,0.00220247,0.03996506,93.69338437,1.6e-07,8e-08,8e-08,8e-08,7e-08,7e-08,7e-08,8e-08,2.132e-05,0.0006738,0.0006738,3.042e-05,2.831e-05,2.857e-05,0.0013391,0.00016067,3.6e-05,0.00059153,0.60892003
"Electricity Mix, consumption mix, at consumer, AC, 220V",Product-as-a-Service,Energy carriers and technologies > Electricity,0.0,0.0,0.0151706,0.00364306,0.00076795,0.00052205,0.0009712,0.00098818,0.00066427,0.00128686,0.00144131,0.00104012,1.19688573,1.28959974,0.0,0.2193488,0.01805434,0.01795231,0.01819876,0.0,0.0,1.1847971,517.76732238,2379.01287121,0.01580197,0.00283265,0.08759939,0.0125022,0.00316535,0.05769069,785.82102441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.248e-05,0.00074842,0.00074842,4.152e-05,4.061e-05,4.01e-05,0.00199065,0.00025146,5.786e-05,0.00089103,1.18553889
"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00020946,0.00019923,4.611e-05,4.261e-05,4.832e-05,9.681e-05,8.781e-05,0.00010195,0.00011131,5.286e-05,0.09381227,0.09862784,0.0,0.00272637,0.00057489,0.0005741,0.00057748,0.0,0.0,0.09325005,907.96681978,1.2464612,0.00212155,0.00044591,0.01066921,0.00268419,0.0009431,0.01031256,0.7652699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73e-06,1.561e-05,1.561e-05,9.54e-06,7.64e-06,8.85e-06,4.52e-06,8.8e-07,5.4e-07,2.03e-06,0.09334819
"Barge, technology mix, 1.228 t pay load capacity",Raw Materials,Transport services > Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00013026,9.695e-05,6.556e-05,6.053e-05,6.826e-05,0.00014332,0.00013025,0.00014956,0.00015908,7.59e-05,0.0939457,0.09930259,0.0,0.01205798,0.000406,0.00040523,0.00040812,0.0,0.0,0.09325446,1042.9245899,0.94785114,0.00146944,0.00033501,0.00723015,0.0019224,0.00074472,0.007032,0.57221419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53e-06,1.118e-05,1.118e-05,8.95e-06,7.19e-06,8.06e-06,3.47e-06,8.5e-07,5.7e-07,1.72e-06,0.09328866
"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00074606,0.00013864,6.488e-05,4.574e-05,8.834e-05,0.00012239,9.333e-05,0.00015288,0.00016473,9.469e-05,0.10720413,0.1100096,0.0,0.01964275,0.01856845,0.01856636,0.01857216,0.0,2.918e-05,0.107022,999.8979203,5.10298322,0.00098686,0.00017375,0.00561025,0.0007635,0.00018855,0.0036613,1.84382751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18e-06,4.355e-05,4.355e-05,1.003e-05,8.11e-06,9.53e-06,9.531e-05,4.77e-06,1.52e-06,1.339e-05,0.10737888
"Waste water treatment, at waste water treatment plant, domestic waste water according to the Directive 91/271/EEC concerning urban waste water treatment",End-of-Life,End-of-life treatment > Waste water treatment,0.0,0.0,6.809e-05,6.902e-05,4.55e-06,3.94e-06,5.58e-06,1.057e-05,9.03e-06,1.309e-05,1.977e-05,8.28e-06,0.02859773,0.02989599,-0.0,0.00126888,0.00016045,0.00013136,0.00028298,0.0,-0.0,0.02845461,89.27355403,0.24287498,9.434e-05,1.868e-05,0.0004947,0.00011343,3.412e-05,0.00049101,0.12328145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1e-07,3.45e-06,3.45e-06,6.6e-07,5.2e-07,5.5e-07,3.48e-06,3.8e-07,1e-07,1.42e-06,0.02845954
"Plane, technology mix, cargo, 68 t payload",Raw Materials,Transport services > Air,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00171654,0.00045808,0.00014408,0.00010366,0.00024596,0.00030943,0.00022398,0.00054359,0.00119542,0.00050293,0.09803937,0.10309382,0.0,0.02431406,0.02209028,0.02208791,0.0220944,0.0,0.0,0.09738806,1283.13861579,7.30822227,0.01021955,0.00191642,0.05340384,0.01143926,0.00305088,0.05274717,4.08535002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84e-06,8.604e-05,8.604e-05,8.88e-06,7.24e-06,7.66e-06,8.401e-05,8.57e-06,2.42e-06,2.917e-05,0.09743779
"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00020949,0.00019925,4.611e-05,4.261e-05,4.832e-05,9.681e-05,8.781e-05,0.00010195,0.00011131,5.286e-05,0.09350463,0.09834995,0.0,0.00272639,0.00057491,0.00057412,0.0005775,0.0,0.0,0.09290053,907.96670136,1.24646052,0.00212155,0.00044591,0.0106692,0.00268419,0.0009431,0.01031255,0.76526956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73e-06,1.561e-05,1.561e-05,9.55e-06,7.65e-06,8.85e-06,4.52e-06,8.8e-07,5.4e-07,2.03e-06,0.09299866
"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00042683,0.00047268,5.028e-05,4.611e-05,5.507e-05,0.00010528,9.47e-05,0.00011698,0.00014863,6.824e-05,0.10020162,0.11193,0.0,0.00307207,0.00161938,0.00161857,0.00162183,0.0,0.0,0.09864276,1202.35472241,2.03675733,0.00206162,0.00037856,0.01076381,0.00260921,0.00075908,0.0108674,0.97116403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.21e-06,3.165e-05,3.165e-05,2.042e-05,1.608e-05,1.977e-05,9.85e-06,1.38e-06,6.5e-07,4e-06,0.09875438
"Electricity Mix, consumption mix, at consumer, AC, 230V",Product-as-a-Service,Energy carriers and technologies > Electricity,1e-08,1e-08,2.168e-05,2.532e-05,5.18e-06,3.24e-06,1.198e-05,1.229e-05,7.49e-06,2.952e-05,8.327e-05,3.317e-05,0.03109512,0.03183096,0.0,0.00045426,0.00018599,0.00018476,0.00018916,0.0,0.0,0.03100788,72.07772326,0.33810158,8.297e-05,2.396e-05,0.00044834,0.00012167,5.453e-05,0.00046513,0.13319891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9e-07,1.5e-06,1.5e-06,5.9e-07,4.8e-07,5.8e-07,8.53e-06,7.6e-07,1.7e-07,2.99e-06,0.03102666
"Diesel mix at refinery, production mix, at refinery, from crude oil and bio components, fuel supply, 10 ppm sulphur, 5.75 wt.% bio components",Product-as-a-Service,Energy carriers and technologies > Crude oil based fuels,0.0,0.0,0.00336872,0.00279084,0.00234548,0.00203259,0.00302807,0.00544019,0.00463222,0.00716231,0.01067581,0.00444209,0.48400947,0.67843919,0.0,0.06168854,0.01293039,0.01242615,0.01494129,0.0,0.16733997,0.45934719,17242.83922185,24.04442291,0.07755834,0.01264123,0.42265178,0.10332646,0.02689997,0.44183197,17.24175735,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011956,0.0003482,0.0003482,0.00028485,0.00022292,0.00028169,0.00341817,0.00038688,8.201e-05,0.00149858,0.46037051
"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00027727,0.00029343,4.571e-05,4.224e-05,4.791e-05,9.582e-05,8.692e-05,0.00010096,0.00011031,5.246e-05,0.09345065,0.09831698,0.0,0.00282148,0.00067087,0.00067008,0.00067346,0.0,0.0,0.09284321,907.39173885,1.24503175,0.00212002,0.00044571,0.01066037,0.00268211,0.00094268,0.01030341,0.76460594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73e-06,1.844e-05,1.844e-05,9.55e-06,7.64e-06,8.85e-06,4.51e-06,8.8e-07,5.4e-07,2.03e-06,0.09294133
"Process steam from natural gas 90%, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00010899,0.00010848,4.103e-05,3.716e-05,4.156e-05,9.72e-05,8.72e-05,9.821e-05,9.953e-05,4.236e-05,0.07216489,0.07621209,0.0,0.00064292,0.00050888,0.00050863,0.00050962,0.0,2.929e-05,0.07166215,228.29884381,0.18556331,0.00016695,2.28e-05,0.0009316,0.00021403,4.534e-05,0.00094404,0.07903157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84e-06,8.86e-06,8.86e-06,5.58e-06,4.53e-06,4.75e-06,2.85e-06,5.7e-07,3.8e-07,1.18e-06,0.07177487
"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00078457,0.00022051,6.613e-05,4.725e-05,8.916e-05,0.00012488,9.617e-05,0.00015478,0.00016636,9.539e-05,0.10731245,0.11077889,0.0,0.01943064,0.01834139,0.01833927,0.01834523,0.0,2.691e-05,0.10689431,984.95658514,5.15346319,0.0011147,0.00019478,0.00628629,0.00094225,0.00023646,0.0044005,1.87558795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39e-06,4.18e-05,4.18e-05,5.95e-06,4.91e-06,5.01e-06,9.382e-05,4.71e-06,1.5e-06,1.321e-05,0.10696585
"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,0.00023432,0.00021737,4.5e-05,4.133e-05,4.544e-05,0.00010063,9.112e-05,0.00010149,0.00010303,4.664e-05,0.10699848,0.11063022,0.0,0.00137606,0.00059053,0.00059018,0.00059154,0.0,2.9e-05,0.10655642,1006.85312795,0.56050242,0.00033958,5.209e-05,0.00184743,0.00044149,0.00010632,0.00189499,0.22182705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46e-06,1.544e-05,1.544e-05,6.13e-06,5.04e-06,5.18e-06,5.65e-06,1.03e-06,6.3e-07,2.42e-06,0.10662735
"Electricity Mix, consumption mix, at consumer, AC, 125-220V",Product-as-a-Service,Energy carriers and technologies > Electricity,0.0,0.0,0.00377093,0.00146811,0.00066486,0.00055641,0.00082833,0.00133964,0.0011301,0.0016866,0.0025188,0.00116065,0.71808732,0.79772979,0.0,0.06098153,0.03185985,0.03183786,0.031898,0.0,0.0,0.70760567,210728.43251216,254.87591239,0.01913621,0.00351379,0.10102815,0.02147223,0.00581858,0.09615583,87.02576193,4e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,4.16e-05,0.00022057,0.00022057,8.271e-05,6.698e-05,7.168e-05,0.00028108,3.745e-05,1.167e-05,0.00011843,0.70825125
"Process steam from natural gas 90%, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,0.0,0.0,6.396e-05,7.575e-05,2.673e-05,2.423e-05,2.686e-05,6.506e-05,5.844e-05,6.537e-05,6.616e-05,2.738e-05,0.08289811,0.09923072,0.0,0.00029547,0.00020373,0.0002036,0.0002042,0.0,2.281e-05,0.08065685,246.89960758,0.11863074,0.00011477,1.536e-05,0.00063909,0.00015311,3.27e-05,0.00066786,0.0489551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41e-06,1.178e-05,1.178e-05,1.472e-05,1.159e-05,1.221e-05,1.23e-06,2.5e-07,1.6e-07,5.5e-07,0.08070649
